task,method,metric,mean,std,median,ci_low,ci_high
iid,cv_zero_coupling,seconds,0.5533364199960488,0.24095688935447093,0.5192845999918063,0.4152947279968066,0.7054272302463502
iid,cv_zero_coupling,effective_rank,1.0,0.0,1.0,1.0,1.0
iid,cv_zero_coupling,linear_1,-0.006609754606323515,0.0,-0.006609754606323515,-0.006609754606323515,-0.006609754606323515
iid,cv_zero_coupling,quadratic_1,-0.01514416443030786,0.0,-0.01514416443030786,-0.01514416443030786,-0.01514416443030786
iid,cv_zero_coupling,linear_2,0.0016698361007213558,0.0,0.0016698361007213558,0.0016698361007213558,0.0016698361007213558
iid,cv_zero_coupling,quadratic_2,-0.02440314226257745,0.0,-0.02440314226257745,-0.02440314226257745,-0.02440314226257745
iid,cv_zero_coupling,linear_3,0.015457472149383422,0.0,0.015457472149383422,0.015457472149383422,0.015457472149383422
iid,cv_zero_coupling,quadratic_3,-0.013322616276455479,0.0,-0.013322616276455479,-0.013322616276455479,-0.013322616276455479
iid,cv_zero_coupling,linear_4,-0.023703865211623487,0.0,-0.023703865211623487,-0.023703865211623487,-0.023703865211623487
iid,cv_zero_coupling,quadratic_4,-0.0030147335688024413,0.0,-0.0030147335688024413,-0.0030147335688024413,-0.0030147335688024413
iid,cv_zero_coupling,cross_1_2,-0.049982902009233277,0.0,-0.049982902009233277,-0.049982902009233277,-0.049982902009233277
